ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM
1824,205809,1998-07-24,Pets,PT2300,1,2884.0
1825,103520,2000-05-17,Toys,TY2100,1,2885.0
1826,103520,2000-05-17,Toys,TY3100,1,2886.0
1827,103520,2000-05-17,Toys,TY3400,1,2887.0
1828,108398,2000-06-18,Toys,TY4700,1,2888.0
1829,115911,2000-08-01,Gardening,GD2400,1,2889.0
1830,125700,2000-09-22,Sports,SP3000,1,289.0
1831,155004,2001-02-24,Sports,SP1500,1,2890.0
1832,155004,2001-02-24,Sports,SP3000,1,2891.0
1833,155004,2001-02-24,Sports,SP3100,3,2892.0
1834,155003,2001-02-24,Sports,SP3300,3,2893.0
1835,154805,1997-11-16,Sports,SP1200,1,2894.0
1836,158981,1997-12-08,Sports,SP1500,3,2895.0
1837,158981,1997-12-08,Sports,SP1600,1,2896.0
1838,158981,1997-12-08,Sports,SP2600,1,2897.0
1839,160509,1997-12-16,Pets,PT4200,1,2898.0
1840,191152,1998-05-22,Pets,PT4400,1,2899.0
1841,203052,1998-07-12,Toys,TY3800,1,29.0
1842,203052,1998-07-12,Toys,TY4700,1,290.0
1843,203052,1998-07-12,Toys,TY4700,1,2900.0
1844,207230,1998-07-30,Toys,TY3500,1,2901.0
1845,215489,1998-09-03,Gardening,GD1010,1,2902.0
1846,215489,1998-09-03,Gardening,GD2200,1,2903.0
1847,215489,1998-09-03,Gardening,GD3000,3,2904.0
1848,215489,1998-09-03,Gardening,GD4200,1,2905.0
1849,239056,1998-12-12,Sports,SP3400,1,2906.0
1850,154805,2001-02-23,Sports,SP1200,1,2907.0
1851,158981,2001-03-17,Sports,SP1500,3,2908.0
1852,158981,2001-03-17,Sports,SP1600,1,2909.0
1853,158981,2001-03-17,Sports,SP2600,1,291.0
1854,160509,2001-03-25,Pets,PT4200,1,2910.0
1855,132513,1997-07-21,Sports,SP1300,1,2911.0
1856,132513,1997-07-21,Sports,SP2600,1,2912.0
1857,132513,1997-07-21,Sports,SP3100,1,2913.0
1858,132513,1997-07-21,Sports,SP3200,1,2914.0
1859,152391,1997-11-03,Pets,PT2100,1,2915.0
1860,159951,1997-12-13,Toys,TY1650,3,2916.0
1861,163452,1998-01-01,Pets,PT3200,1,2917.0
1862,165396,1998-01-14,Gardening,GD3300,1,2918.0
1863,212439,1998-08-21,Sports,SP1000,1,2919.0
1864,217395,1998-09-11,Sports,SP2500,1,292.0
1865,217395,1998-09-11,Sports,SP3000,3,2920.0
1866,217395,1998-09-11,Sports,SP3000,1,2921.0
1867,217395,1998-09-11,Sports,SP3200,1,2922.0
1868,224337,1998-10-10,Toys,TY1700,3,2923.0
1869,224337,1998-10-10,Toys,TY4300,4,2924.0
1870,224337,1998-10-10,Toys,TY4300,2,2925.0
1871,132513,2000-10-28,Sports,SP1300,1,2926.0
1872,132513,2000-10-28,Sports,SP2600,1,2927.0
1873,132513,2000-10-28,Sports,SP3100,1,2928.0
1874,132513,2000-10-28,Sports,SP3200,1,2929.0
1875,152391,2001-02-10,Pets,PT2100,1,293.0
1876,159951,2001-03-22,Toys,TY1650,3,2930.0
1877,163452,2001-04-10,Pets,PT3200,1,2931.0
1878,165396,2001-04-23,Gardening,GD3300,1,2932.0
1879,119294,1997-05-12,Gardening,GD1600,1,2933.0
1880,126261,1997-06-18,Sports,SP1600,1,2934.0
1881,145855,1997-09-29,Toys,TY4200,1,2935.0
1882,151808,1997-10-31,Pets,PT2200,4,2936.0
1883,151808,1997-10-31,Pets,PT3200,1,2937.0
1884,151808,1997-10-31,Pets,PT4600,1,2938.0
1885,158453,1997-12-05,Gardening,GD1300,1,2939.0
1886,170917,1998-02-15,Gardening,GD4100,1,294.0
1887,174850,1998-03-08,Toys,TY1850,2,2940.0
1888,174850,1998-03-08,Toys,TY2100,2,2941.0
1889,174850,1998-03-08,Toys,TY4300,1,2942.0
1890,174850,1998-03-08,Toys,TY5100,1,2943.0
1891,186123,1998-04-30,Gardening,GD3400,1,2944.0
1892,194374,1998-06-05,Pets,PT4500,1,2945.0
1893,201687,1998-07-06,Sports,SP2600,1,2946.0
1894,203945,1998-07-16,Software,SW1828,1,2947.0
1895,203945,1998-07-16,Software,SW3802,4,2948.0
1896,203945,1998-07-16,Software,SW8376,3,2949.0
1897,203945,1998-07-16,Software,SW8376,1,295.0
1898,210085,1998-08-11,Sports,SP2000,1,2950.0
1899,119294,2000-08-19,Gardening,GD1600,1,2951.0
1900,126261,2000-09-25,Sports,SP1600,1,2952.0
1901,145855,2001-01-06,Toys,TY4200,1,2953.0
1902,151808,2001-02-07,Pets,PT2200,4,2954.0
1903,151808,2001-02-07,Pets,PT3200,1,2955.0
1904,151808,2001-02-07,Pets,PT4600,1,2956.0
1905,158453,2001-03-14,Gardening,GD1300,1,2957.0
1906,170917,2001-05-25,Gardening,GD4100,1,2958.0
1907,100570,1997-01-16,Gardening,GD2200,1,2959.0
1908,111710,1997-03-31,Sports,SP2200,1,296.0
1909,113272,1997-04-09,Pets,PT3300,1,2960.0
1910,147518,1997-10-08,Software,SW5493,1,2961.0
1911,165735,1998-01-16,Sports,SP1300,1,2962.0
1912,165735,1998-01-16,Sports,SP2200,1,2963.0
1913,165735,1998-01-16,Sports,SP2300,3,2964.0
1914,165735,1998-01-16,Sports,SP2700,1,2965.0
1915,187672,1998-05-07,Collectibles,CC3500,1,2966.0
1916,212441,1998-08-21,Sports,SP1400,1,2967.0
1917,212441,1998-08-21,Sports,SP2400,3,2968.0
1918,212441,1998-08-21,Sports,SP3300,1,2969.0
1919,228033,1998-10-26,Gardening,GD4200,3,297.0
1920,100570,2000-04-25,Gardening,GD2200,1,2970.0
1921,111710,2000-07-08,Sports,SP2200,1,2971.0
1922,113272,2000-07-17,Pets,PT3300,1,2972.0
1923,147518,2001-01-15,Software,SW5493,1,2973.0
1924,165735,2001-04-25,Sports,SP1300,1,2974.0
1925,165735,2001-04-25,Sports,SP2200,1,2975.0
1926,165735,2001-04-25,Sports,SP2300,3,2976.0
1927,165735,2001-04-25,Sports,SP2700,1,2977.0
1928,124916,1997-06-11,Sports,SP2600,4,2978.0
1929,126265,1997-06-18,Sports,SP2600,1,2979.0
1930,143438,1997-09-16,Sports,SP1300,1,298.0
1931,143438,1997-09-16,Sports,SP1500,1,2980.0
1932,143438,1997-09-16,Sports,SP2500,1,2981.0
1933,148264,1997-10-12,Sports,SP1200,3,2982.0
1934,148632,1997-10-14,Pets,PT2000,1,2983.0
1935,148632,1997-10-14,Pets,PT3100,1,2984.0
1936,148632,1997-10-14,Pets,PT3300,1,2985.0
1937,188594,1998-05-11,Pets,PT4500,1,2986.0
1938,188594,1998-05-11,Pets,PT4600,1,2987.0
1939,190447,1998-05-19,Software,SW1207,1,2988.0
1940,196979,1998-06-16,Sports,SP2000,4,2989.0
1941,202115,1998-07-08,Toys,TY3200,1,299.0
1942,207673,1998-08-01,Pets,PT4500,1,2990.0
1943,231569,1998-11-10,Sports,SP1300,1,2991.0
1944,239500,1998-12-14,Toys,TY4600,1,2992.0
1945,124916,2000-09-18,Sports,SP2600,4,2993.0
1946,126265,2000-09-25,Sports,SP2600,1,2994.0
1947,143438,2000-12-24,Sports,SP1300,1,2995.0
1948,143438,2000-12-24,Sports,SP1500,1,2996.0
1949,143438,2000-12-24,Sports,SP2500,1,2997.0
1950,148264,2001-01-19,Sports,SP1200,3,2998.0
1951,148632,2001-01-21,Pets,PT2000,1,2999.0
1952,148632,2001-01-21,Pets,PT3100,1,3.0
1953,148632,2001-01-21,Pets,PT3300,1,30.0
1954,102986,1997-02-03,Pets,PT4300,2,300.0
1955,108252,1997-03-10,Gardening,GD2100,1,3000.0
1956,110074,1997-03-21,Gardening,GD1400,1,3001.0
1957,138214,1997-08-20,Pets,PT4500,3,3002.0
1958,140934,1997-09-03,Software,SW4831,1,3003.0
1959,142053,1997-09-09,Gardening,GD1001,1,3004.0
1960,143028,1997-09-14,Sports,SP2600,1,3005.0
1961,150903,1997-10-26,Toys,TY1750,3,3006.0
1962,155173,1997-11-18,Sports,SP2500,1,3007.0
1963,167045,1998-01-24,Gardening,GD1300,1,3008.0
1964,190213,1998-05-18,Gardening,GD2000,3,3009.0
1965,202117,1998-07-08,Gardening,GD2100,1,301.0
1966,208621,1998-08-05,Pets,PT1100,1,3010.0
1967,215921,1998-09-05,Pets,PT3100,3,3011.0
1968,227802,1998-10-25,Pets,PT2000,2,3012.0
1969,242456,1998-12-27,Toys,TY3500,1,3013.0
1970,102986,2000-05-13,Pets,PT4300,2,3014.0
1971,108252,2000-06-17,Gardening,GD2100,1,3015.0
1972,110074,2000-06-28,Gardening,GD1400,1,3016.0
1973,138214,2000-11-27,Pets,PT4500,3,3017.0
1974,140934,2000-12-11,Software,SW4831,1,3018.0
1975,142053,2000-12-17,Gardening,GD1001,1,3019.0
1976,143028,2000-12-22,Sports,SP2600,1,302.0
1977,150903,2001-02-02,Toys,TY1750,3,3020.0
1978,155173,2001-02-25,Sports,SP2500,1,3021.0
1979,167045,2001-05-03,Gardening,GD1300,1,3022.0
1980,100577,1997-01-16,Sports,SP1300,4,3023.0
1981,142231,1997-09-10,Pets,PT4500,1,3024.0
1982,162446,1997-12-26,Toys,TY2200,3,3025.0
1983,171628,1998-02-19,Pets,PT2200,1,3026.0
1984,193922,1998-06-03,Software,SW7271,3,3027.0
1985,213410,1998-08-25,Pets,PT4300,2,3028.0
1986,223401,1998-10-06,Pets,PT4600,1,3029.0
1987,233010,1998-11-16,Sports,SP1100,1,303.0
1988,233010,1998-11-16,Sports,SP1600,2,3030.0
1989,233010,1998-11-16,Sports,SP2300,4,3031.0
1990,233010,1998-11-16,Sports,SP3000,1,3032.0
1991,234362,1998-11-22,Toys,TY1100,1,3033.0
1992,100577,2000-04-25,Sports,SP1300,4,3034.0
1993,142231,2000-12-18,Pets,PT4500,1,3035.0
1994,162446,2001-04-04,Toys,TY2200,3,3036.0
1995,171628,2001-05-29,Pets,PT2200,1,3037.0
1996,101611,1997-01-24,Pets,PT3200,4,3038.0
1997,106696,1997-02-28,Sports,SP2000,1,3039.0
1998,114164,1997-04-14,Toys,TY4500,1,304.0
1999,138791,1997-08-23,Sports,SP2200,3,3040.0
2000,144765,1997-09-23,Sports,SP2600,1,3041.0
2001,145145,1997-09-25,Software,SW6180,1,3042.0
2002,146642,1997-10-03,Toys,TY5100,1,3043.0
2003,151473,1997-10-29,Sports,SP1600,1,3044.0
2004,173487,1998-03-01,Pets,PT1200,1,3045.0
2005,173487,1998-03-01,Pets,PT2200,4,3046.0
2006,173487,1998-03-01,Pets,PT3500,1,3047.0
2007,187940,1998-05-08,Gardening,GD3300,1,3048.0
2008,220966,1998-09-26,Collectibles,CC2500,4,3049.0
2009,101611,2000-05-03,Pets,PT3200,4,305.0
2010,106696,2000-06-07,Sports,SP2000,1,3050.0
2011,114164,2000-07-22,Toys,TY4500,1,3051.0
2012,138791,2000-11-30,Sports,SP2200,3,3052.0
2013,144765,2000-12-31,Sports,SP2600,1,3053.0
2014,145145,2001-01-02,Software,SW6180,1,3054.0
2015,146642,2001-01-10,Toys,TY5100,1,3055.0
2016,151473,2001-02-05,Sports,SP1600,1,3056.0
2017,99073,1997-01-04,Sports,SP1300,4,3057.0
2018,99073,1997-01-04,Sports,SP3300,3,3058.0
2019,100580,1997-01-16,Pets,PT3300,1,3059.0
2020,111714,1997-03-31,Gardening,GD3100,3,306.0
2021,124536,1997-06-09,Pets,PT4400,1,3060.0
2022,155014,1997-11-17,Toys,TY3400,1,3061.0
2023,158051,1997-12-03,Pets,PT2000,1,3062.0
2024,160888,1997-12-18,Sports,SP2200,1,3063.0
2025,162079,1997-12-24,Sports,SP1100,1,3064.0
2026,164520,1998-01-08,Pets,PT1100,1,3065.0
2027,164520,1998-01-08,Pets,PT1200,1,3066.0
2028,164520,1998-01-08,Pets,PT2000,1,3067.0
2029,191815,1998-05-25,Pets,PT3100,3,3068.0
2030,200960,1998-07-03,Software,SW5493,1,3069.0
2031,216721,1998-09-08,Sports,SP3400,1,307.0
2032,230172,1998-11-04,Gardening,GD4300,3,3070.0
2033,99073,2000-04-13,Sports,SP1300,4,3071.0
2034,99073,2000-04-13,Sports,SP3300,3,3072.0
2035,100580,2000-04-25,Pets,PT3300,1,3073.0
2036,111714,2000-07-08,Gardening,GD3100,3,3074.0
2037,124536,2000-09-16,Pets,PT4400,1,3075.0
2038,155014,2001-02-24,Toys,TY3400,1,3076.0
2039,158051,2001-03-12,Pets,PT2000,1,3077.0
2040,160888,2001-03-27,Sports,SP2200,1,3078.0
2041,162079,2001-04-02,Sports,SP1100,1,3079.0
2042,164520,2001-04-17,Pets,PT1100,1,308.0
2043,164520,2001-04-17,Pets,PT1200,1,3080.0
2044,164520,2001-04-17,Pets,PT2000,1,3081.0
2045,100581,1997-01-16,Toys,TY3500,4,3082.0
2046,104512,1997-02-14,Sports,SP2500,1,3083.0
2047,118149,1997-05-06,Pets,PT2100,1,3084.0
2048,119114,1997-05-11,Toys,TY2100,1,3085.0
2049,189757,1998-05-16,Toys,TY2200,1,3086.0
2050,191593,1998-05-24,Sports,SP1100,1,3087.0
2051,191593,1998-05-24,Sports,SP2000,1,3088.0
2052,191593,1998-05-24,Sports,SP2500,1,3089.0
2053,192747,1998-05-29,Sports,SP2700,1,309.0
2054,192747,1998-05-29,Sports,SP2700,1,3090.0
2055,192747,1998-05-29,Sports,SP3200,1,3091.0
2056,192747,1998-05-29,Sports,SP3300,1,3092.0
2057,196722,1998-06-15,Gardening,GD1200,1,3093.0
2058,197221,1998-06-17,Pets,PT1100,1,3094.0
2059,205594,1998-07-23,Pets,PT1000,1,3095.0
2060,241130,1998-12-21,Toys,TY4100,1,3096.0
2061,100581,2000-04-25,Toys,TY3500,4,3097.0
2062,104512,2000-05-24,Sports,SP2500,1,3098.0
2063,118149,2000-08-13,Pets,PT2100,1,3099.0
2064,119114,2000-08-18,Toys,TY2100,1,31.0
2065,99829,1997-01-10,Gardening,GD2100,1,310.0
2066,124359,1997-06-08,Toys,TY1900,1,3100.0
2067,154816,1997-11-16,Sports,SP3000,4,3101.0
2068,168383,1998-02-01,Pets,PT1000,1,3102.0
2069,168383,1998-02-01,Pets,PT3100,1,3103.0
2070,168383,1998-02-01,Pets,PT3500,1,3104.0
2071,196500,1998-06-14,Pets,PT4200,4,3105.0
2072,207472,1998-07-31,Sports,SP1300,1,3106.0
2073,223860,1998-10-08,Pets,PT2400,1,3107.0
2074,99829,2000-04-19,Gardening,GD2100,1,3108.0
2075,124359,2000-09-15,Toys,TY1900,1,3109.0
2076,154816,2001-02-23,Sports,SP3000,4,311.0
2077,168383,2001-05-11,Pets,PT1000,1,3110.0
2078,168383,2001-05-11,Pets,PT3100,1,3111.0
2079,168383,2001-05-11,Pets,PT3500,1,3112.0
2080,103120,1997-02-04,Pets,PT3300,4,3113.0
2081,105604,1997-02-21,Gardening,GD3100,1,3114.0
2082,115937,1997-04-24,Toys,TY1850,1,3115.0
2083,117982,1997-05-05,Sports,SP1600,1,3116.0
2084,117982,1997-05-05,Sports,SP2300,1,3117.0
2085,117982,1997-05-05,Sports,SP2400,1,3118.0
2086,118560,1997-05-08,Toys,TY5200,1,3119.0
2087,166563,1998-01-21,Sports,SP1300,1,312.0
2088,170722,1998-02-14,Toys,TY2500,1,3120.0
2089,185684,1998-04-28,Pets,PT3500,1,3121.0
2090,205598,1998-07-23,Pets,PT1100,3,3122.0
2091,208380,1998-08-04,Toys,TY1850,1,3123.0
2092,211279,1998-08-16,Sports,SP2700,4,3124.0
2093,103120,2000-05-14,Pets,PT3300,4,3125.0
2094,105604,2000-05-31,Gardening,GD3100,1,3126.0
2095,115937,2000-08-01,Toys,TY1850,1,3127.0
2096,117982,2000-08-12,Sports,SP1600,1,3128.0
2097,117982,2000-08-12,Sports,SP2300,1,3129.0
2098,117982,2000-08-12,Sports,SP2400,1,313.0
2099,118560,2000-08-15,Toys,TY5200,1,3130.0
2100,166563,2001-04-30,Sports,SP1300,1,3131.0
2101,170722,2001-05-24,Toys,TY2500,1,3132.0
2102,106223,1997-02-25,Pets,PT3500,2,3133.0
2103,121182,1997-05-22,Sports,SP3400,4,3134.0
2104,124548,1997-06-09,Sports,SP2300,1,3135.0
2105,125512,1997-06-14,Software,SW3909,1,3136.0
2106,133675,1997-07-27,Sports,SP1400,1,3137.0
2107,133675,1997-07-27,Sports,SP2400,1,3138.0
2108,133675,1997-07-27,Sports,SP2500,1,3139.0
2109,133675,1997-07-27,Sports,SP2500,1,314.0
2110,160713,1997-12-17,Toys,TY1200,1,3140.0
2111,176459,1998-03-16,Gardening,GD2400,1,3141.0
2112,178895,1998-03-28,Pets,PT3200,1,3142.0
2113,191370,1998-05-23,Pets,PT3200,4,3143.0
2114,203518,1998-07-14,Sports,SP2400,1,3144.0
2115,222669,1998-10-03,Sports,SP2400,1,3145.0
2116,236950,1998-12-03,Pets,PT3100,1,3146.0
2117,240215,1998-12-17,Toys,TY1100,1,3147.0
2118,106223,2000-06-04,Pets,PT3500,2,3148.0
2119,121182,2000-08-29,Sports,SP3400,4,3149.0
2120,124548,2000-09-16,Sports,SP2300,1,315.0
2121,125512,2000-09-21,Software,SW3909,1,3150.0
2122,133675,2000-11-03,Sports,SP1400,1,3151.0
2123,133675,2000-11-03,Sports,SP2400,1,3152.0
2124,133675,2000-11-03,Sports,SP2500,1,3153.0
2125,133675,2000-11-03,Sports,SP2500,1,3154.0
2126,160713,2001-03-26,Toys,TY1200,1,3155.0
2127,125915,1997-06-16,Software,SW4155,1,3156.0
2128,129730,1997-07-06,Sports,SP1000,1,3157.0
2129,142643,1997-09-12,Software,SW6180,1,3158.0
2130,173126,1998-02-27,Collectibles,CC2300,1,3159.0
2131,173126,1998-02-27,Collectibles,CC3400,4,316.0
2132,173126,1998-02-27,Collectibles,CC4100,1,3160.0
2133,173126,1998-02-27,Collectibles,CC4200,1,3161.0
2134,190223,1998-05-18,Toys,TY3400,1,3162.0
2135,197478,1998-06-18,Pets,PT2400,3,3163.0
2136,233023,1998-11-16,Toys,TY2600,1,3164.0
2137,238374,1998-12-09,Software,SW7383,1,3165.0
2138,242706,1998-12-28,Pets,PT4600,3,3166.0
2139,125915,2000-09-23,Software,SW4155,1,3167.0
2140,129730,2000-10-13,Sports,SP1000,1,3168.0
2141,142643,2000-12-20,Software,SW6180,1,3169.0
2142,102993,1997-02-03,Software,SW7573,1,317.0
2143,144412,1997-09-21,Toys,TY1950,1,3170.0
2144,158065,1997-12-03,Gardening,GD1600,1,3171.0
2145,168392,1998-02-01,Collectibles,CC3700,1,3172.0
2146,177882,1998-03-23,Gardening,GD2200,1,3173.0
2147,177882,1998-03-23,Gardening,GD3300,1,3174.0
2148,177882,1998-03-23,Gardening,GD4000,3,3175.0
2149,207926,1998-08-02,Toys,TY3500,1,3176.0
2150,210787,1998-08-14,Pets,PT3500,1,3177.0
2151,215734,1998-09-04,Sports,SP3200,1,3178.0
2152,238623,1998-12-10,Sports,SP1200,1,3179.0
2153,242947,1998-12-29,Toys,TY2400,2,318.0
2154,242947,1998-12-29,Toys,TY2700,1,3180.0
2155,242947,1998-12-29,Toys,TY4300,1,3181.0
2156,242947,1998-12-29,Toys,TY4500,1,3182.0
2157,102993,2000-05-13,Software,SW7573,1,3183.0
2158,144412,2000-12-29,Toys,TY1950,1,3184.0
2159,158065,2001-03-12,Gardening,GD1600,1,3185.0
2160,168392,2001-05-11,Collectibles,CC3700,1,3186.0
2161,101098,1997-01-20,Gardening,GD1100,1,3187.0
2162,107649,1997-03-06,Pets,PT1100,1,3188.0
2163,125921,1997-06-16,Gardening,GD3300,3,3189.0
2164,133103,1997-07-24,Software,SW1991,1,319.0
2165,133103,1997-07-24,Software,SW4831,2,3190.0
2166,133103,1997-07-24,Software,SW5338,1,3191.0
2167,133103,1997-07-24,Software,SW7585,1,3192.0
2168,146451,1997-10-02,Sports,SP3100,1,3193.0
2169,154228,1997-11-13,Sports,SP1400,1,3194.0
2170,180621,1998-04-05,Gardening,GD3300,4,3195.0
2171,211285,1998-08-16,Toys,TY1850,1,3196.0
2172,221214,1998-09-27,Sports,SP2400,1,3197.0
2173,230878,1998-11-07,Toys,TY4300,1,3198.0
2174,236233,1998-11-30,Software,SW2123,2,3199.0
2175,236958,1998-12-03,Sports,SP2200,1,32.0
2176,101098,2000-04-29,Gardening,GD1100,1,320.0
2177,107649,2000-06-13,Pets,PT1100,1,3200.0
2178,125921,2000-09-23,Gardening,GD3300,3,3201.0
2179,133103,2000-10-31,Software,SW1991,1,3202.0
2180,133103,2000-10-31,Software,SW4831,2,3203.0
2181,133103,2000-10-31,Software,SW5338,1,3204.0
2182,133103,2000-10-31,Software,SW7585,1,3205.0
2183,146451,2001-01-09,Sports,SP3100,1,3206.0
2184,154228,2001-02-20,Sports,SP1400,1,3207.0
2185,98689,1997-01-01,Sports,SP2200,1,3208.0
2186,98689,1997-01-01,Sports,SP2600,1,3209.0
2187,98689,1997-01-01,Sports,SP3100,2,321.0
2188,103947,1997-02-10,Sports,SP1400,4,3210.0
2189,114684,1997-04-17,Gardening,GD1600,2,3211.0
2190,136955,1997-08-13,Toys,TY4100,1,3212.0
2191,146274,1997-10-01,Pets,PT1400,4,3213.0
2192,161086,1997-12-19,Toys,TY1600,1,3214.0
2193,161086,1997-12-19,Toys,TY4200,1,3215.0
2194,161086,1997-12-19,Toys,TY4300,4,3216.0
2195,161086,1997-12-19,Toys,TY4600,1,3217.0
2196,162792,1997-12-28,Toys,TY4300,1,3218.0
2197,183230,1998-04-17,Sports,SP1600,1,3219.0
2198,185042,1998-04-25,Toys,TY1800,1,322.0
2199,227598,1998-10-24,Sports,SP1300,1,3220.0
2200,229229,1998-10-31,Gardening,GD1600,1,3221.0
2201,98689,2000-04-10,Sports,SP2200,1,3222.0
2202,98689,2000-04-10,Sports,SP2600,1,3223.0
2203,98689,2000-04-10,Sports,SP3100,2,3224.0
2204,103947,2000-05-20,Sports,SP1400,4,3225.0
2205,114684,2000-07-25,Gardening,GD1600,2,3226.0
2206,136955,2000-11-20,Toys,TY4100,1,3227.0
2207,146274,2001-01-08,Pets,PT1400,4,3228.0
2208,161086,2001-03-28,Toys,TY1600,1,3229.0
2209,161086,2001-03-28,Toys,TY4200,1,323.0
2210,161086,2001-03-28,Toys,TY4300,4,3230.0
2211,161086,2001-03-28,Toys,TY4600,1,3231.0
2212,162792,2001-04-06,Toys,TY4300,1,3232.0
2213,119317,1997-05-12,Sports,SP3200,1,3233.0
2214,124734,1997-06-10,Sports,SP1000,1,3234.0
2215,138810,1997-08-23,Toys,TY1850,1,3235.0
2216,147723,1997-10-09,Gardening,GD1001,1,3236.0
2217,147723,1997-10-09,Gardening,GD1400,2,3237.0
2218,147723,1997-10-09,Gardening,GD2300,1,3238.0
2219,147723,1997-10-09,Gardening,GD4200,3,3239.0
2220,160328,1997-12-15,Toys,TY2400,4,324.0
2221,162092,1997-12-24,Pets,PT2400,1,3240.0
2222,188621,1998-05-11,Sports,SP1300,1,3241.0
2223,195294,1998-06-09,Sports,SP2400,1,3242.0
2224,238629,1998-12-10,Pets,PT2400,2,3243.0
2225,241386,1998-12-22,Pets,PT1200,1,3244.0
2226,119317,2000-08-19,Sports,SP3200,1,3245.0
2227,124734,2000-09-17,Sports,SP1000,1,3246.0
2228,138810,2000-11-30,Toys,TY1850,1,3247.0
2229,147723,2001-01-16,Gardening,GD1000,1,3248.0
2230,147723,2001-01-16,Gardening,GD1400,2,3249.0
2231,147723,2001-01-16,Gardening,GD2300,1,325.0
2232,147723,2001-01-16,Gardening,GD4200,3,3250.0
2233,160328,2001-03-24,Toys,TY2400,4,3251.0
2234,162092,2001-04-02,Pets,PT2400,1,3252.0
2235,100457,1997-01-15,Gardening,GD2400,1,3253.0
2236,122695,1997-05-30,Sports,SP2400,1,3254.0
2237,123241,1997-06-02,Pets,PT1400,2,3255.0
2238,123241,1997-06-02,Pets,PT2000,1,3256.0
2239,123241,1997-06-02,Pets,PT3400,2,3257.0
2240,123241,1997-06-02,Pets,PT3500,1,3258.0
2241,133316,1997-07-25,Sports,SP3100,1,3259.0
2242,149740,1997-10-20,Toys,TY4500,1,326.0
2243,165269,1998-01-13,Gardening,GD1300,1,3260.0
2244,172771,1998-02-25,Software,SW2842,2,3261.0
2245,176080,1998-03-14,Collectibles,CC4100,1,3262.0
2246,187238,1998-05-05,Pets,PT1200,1,3263.0
2247,204908,1998-07-20,Sports,SP2600,1,3264.0
2248,219336,1998-09-19,Pets,PT2400,1,3265.0
2249,219336,1998-09-19,Pets,PT3200,1,3266.0
2250,219336,1998-09-19,Pets,PT4100,4,3267.0
2251,219336,1998-09-19,Pets,PT4600,1,3268.0
2252,229027,1998-10-30,Pets,PT2300,3,3269.0
2253,100457,2000-04-24,Gardening,GD2400,1,327.0
2254,122695,2000-09-06,Sports,SP2400,1,3270.0
2255,123241,2000-09-09,Pets,PT1400,2,3271.0
2256,123241,2000-09-09,Pets,PT2000,1,3272.0
2257,123241,2000-09-09,Pets,PT3400,2,3273.0
2258,123241,2000-09-09,Pets,PT3500,1,328.0
2259,133316,2000-11-01,Sports,SP3100,1,329.0
2260,149740,2001-01-27,Toys,TY4500,1,33.0
2261,165269,2001-04-22,Gardening,GD1300,1,330.0
2262,103814,1997-02-09,Sports,SP2700,1,331.0
2263,117988,1997-05-05,Sports,SP3300,1,332.0
2264,141343,1997-09-05,Pets,PT1400,1,333.0
2265,141343,1997-09-05,Pets,PT3200,2,334.0
2266,141343,1997-09-05,Pets,PT4600,3,335.0
2267,143650,1997-09-17,Toys,TY3500,1,336.0
2268,144414,1997-09-21,Toys,TY1300,1,337.0
2269,144414,1997-09-21,Toys,TY1850,1,338.0
2270,144414,1997-09-21,Toys,TY1850,4,339.0
2271,155952,1997-11-22,Toys,TY4300,1,34.0
2272,162976,1997-12-29,Sports,SP3100,1,340.0
2273,171102,1998-02-16,Gardening,GD4100,1,341.0
2274,190931,1998-05-21,Toys,TY2700,2,342.0
2275,191168,1998-05-22,Software,SW8511,1,343.0
2276,195801,1998-06-11,Toys,TY4800,1,344.0
2277,201468,1998-07-05,Pets,PT3300,1,345.0
2278,201468,1998-07-05,Pets,PT3400,1,346.0
2279,201468,1998-07-05,Pets,PT3500,2,347.0
2280,202627,1998-07-10,Toys,TY1600,2,348.0
2281,213192,1998-08-24,Sports,SP3000,1,349.0
2282,219822,1998-09-21,Pets,PT4100,4,35.0
2283,103814,2000-05-19,Sports,SP2700,1,350.0
2284,117988,2000-08-12,Sports,SP3300,1,351.0
2285,141343,2000-12-13,Pets,PT1400,1,352.0
2286,141343,2000-12-13,Pets,PT3200,2,353.0
2287,141343,2000-12-13,Pets,PT4600,3,354.0
2288,143650,2000-12-25,Toys,TY3500,1,355.0
2289,144414,2000-12-29,Toys,TY1300,1,356.0
2290,144414,2000-12-29,Toys,TY1850,1,357.0
2291,144414,2000-12-29,Toys,TY1850,4,358.0
2292,155952,2001-03-01,Toys,TY4300,1,359.0
2293,162976,2001-04-07,Sports,SP3100,1,36.0
2294,171102,2001-05-26,Gardening,GD4100,1,360.0
2295,129352,1997-07-04,Sports,SP2000,1,361.0
2296,129352,1997-07-04,Sports,SP3100,1,362.0
2297,129352,1997-07-04,Sports,SP3200,1,363.0
2298,129352,1997-07-04,Sports,SP3200,1,364.0
2299,132728,1997-07-22,Sports,SP2400,1,365.0
2300,156340,1997-11-24,Software,SW3909,3,366.0
2301,157119,1997-11-28,Pets,PT4500,1,367.0
2302,234388,1998-11-22,Sports,SP1600,1,368.0
2303,234388,1998-11-22,Sports,SP2500,1,369.0
2304,234388,1998-11-22,Sports,SP3000,1,37.0
2305,234388,1998-11-22,Sports,SP3200,1,370.0
2306,129352,2000-10-11,Sports,SP2000,1,371.0
